Date	Ref No.	Payee	Memo	Payment	Deposit	Reconciliation Status	Balance	Type	Account	Added in Banking
03/20/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		6,483.08	Reconciled	121,896.96	Deposit	Income:CREDIT CARD	
03/20/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,046.11	Reconciled	115,413.88	Deposit	Income:CREDIT CARD	
03/17/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,698.26	Reconciled	111,367.77	Deposit	Income:CREDIT CARD	
03/17/2023			DoorDash, Inc. DES:Disabled A ID:ST-K4V3D4O5K3N7 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,890.88	Reconciled	108,669.51	Deposit	Income:DoorDash	
03/17/2023			GRUBHUB INC DES:Mar Actvty ID:23031715X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		816.34	Reconciled	106,778.63	Deposit	Income:GRUBHUB	
03/16/2023	1940	REPUBLIC SERVICE		214.72		Reconciled	105,962.29	Check	8880 Waste Management	
03/16/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,068.07	Reconciled	106,177.01	Deposit	Income:CREDIT CARD	
03/15/2023	5460	CHECK		869.22		Reconciled	104,108.94	Check	8400 Salaries and wages	
03/15/2023	5453	CHECK		646.63		Reconciled	104,978.16	Check	8400 Salaries and wages	
03/15/2023	5446	CHECK		619.31		Reconciled	105,624.79	Check	8400 Salaries and wages	
03/15/2023	5439	CHECK		989.54		Reconciled	106,244.10	Check	8400 Salaries and wages	
03/15/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,620.28	Reconciled	107,233.64	Deposit	Income:CREDIT CARD	
03/14/2023		PAYCHEX EIB INVOICE	PAYCHEX EIB DES:INVOICE ID:X01482500006004 INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	142.52		Reconciled	104,613.36	Check	8460 Payroll Processing Fees	
03/14/2023	1944	KAM KEU MARKET		2,771.40		Reconciled	104,755.88	Check	Purchase:KAM KEU ASIAN MARKET	
03/14/2023	1942	SEA PRIVATE SEAFOOD		544.50		Reconciled	107,527.28	Check	Purchase:Sea Pirate Seafood	
03/14/2023	1941	PSE&G		1,935.48		Reconciled	108,071.78	Check	Utilities:Gas and Electric	
03/14/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,402.60	Reconciled	110,007.26	Deposit	Income:CREDIT CARD	
03/13/2023		PAYCHEX TPS TAXES	PAYCHEX TPS DES:TAXES ID:01473100001755X INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	2,417.48		Reconciled	107,604.66	Check	3140 Payroll Taxes Liabilities	
03/13/2023		TOYOTA FINANCE	SETF WORLD OMNI DES:BILL PAY ID:17193966861 INDN:NULL NULL CO ID:7529064511 TEL	723.88		Reconciled	110,022.14	Check	7720 Car  Lease Expense	
03/13/2023	5457	CHECK		720.01		Reconciled	110,746.02	Check	8400 Salaries and wages	
03/13/2023	5450	CHECK		720.00		Reconciled	111,466.03	Check	8400 Salaries and wages	
03/13/2023	5443	CHECK		720.01		Reconciled	112,186.03	Check	8400 Salaries and wages	
03/13/2023	5442	CHECK		2,346.52		Reconciled	112,906.04	Check	8400 Salaries and wages	
03/13/2023	5436	CHECK		720.00		Reconciled	115,252.56	Check	8400 Salaries and wages	
03/13/2023	1943	DA THAISON		1,340.50		Reconciled	115,972.56	Check	Purchase:Da Thaison Inc	
03/13/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		9,467.56	Reconciled	117,313.06	Deposit	Income:CREDIT CARD	
03/13/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,560.21	Reconciled	107,845.50	Deposit	Income:CREDIT CARD	
03/10/2023	5431	CHECK		466.56		Reconciled	105,285.29	Check	8400 Salaries and wages	
03/10/2023	5430	CHECK		594.80		Reconciled	105,751.85	Check	8400 Salaries and wages	
03/10/2023	5417	CHECK		466.56		Reconciled	106,346.65	Check	8400 Salaries and wages	
03/10/2023	5416	CHECK		594.80		Reconciled	106,813.21	Check	8400 Salaries and wages	
03/10/2023	1938	KAM KEU MARKET		2,810.25		Reconciled	107,408.01	Check	Purchase:KAM KEU ASIAN MARKET	
03/10/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,806.26	Reconciled	110,218.26	Deposit	Income:CREDIT CARD	
03/10/2023			DoorDash, Inc. DES:Disabled A ID:ST-D5Z7Z6A8W2N0 INDN:COUR THAI LLC CO ID:4270465600 CCD		2,074.97	Reconciled	107,412.00	Deposit	Income:DoorDash	
03/10/2023			GRUBHUB INC DES:Mar Actvty ID:23031008X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		865.46	Reconciled	105,337.03	Deposit	Income:GRUBHUB	
03/09/2023	1936	C & S ASSOCIATES		1,365.00		Reconciled	104,471.57	Check	Rent:Dormitory	
03/09/2023	1935	Levin Management		12,895.00		Reconciled	105,836.57	Check	Rent:Restaurant	
03/09/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,210.11	Reconciled	118,731.57	Deposit	Income:CREDIT CARD	
03/08/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,331.44	Reconciled	116,521.46	Deposit	Income:CREDIT CARD	
03/07/2023	1934	DA THAISON		2,413.50		Reconciled	114,190.02	Check	Purchase:Da Thaison Inc	
03/07/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,648.50	Reconciled	116,603.52	Deposit	Income:CREDIT CARD	
03/06/2023	5462	CHECK		680.07		Reconciled	114,955.02	Check	8400 Salaries and wages	
03/06/2023	5455	CHECK		680.07		Reconciled	115,635.09	Check	8400 Salaries and wages	
03/06/2023	5448	CHECK		680.07		Reconciled	116,315.16	Check	8400 Salaries and wages	
03/06/2023	5441	CHECK		680.07		Reconciled	116,995.23	Check	8400 Salaries and wages	
03/06/2023	5435	CHECK		2,849.04		Reconciled	117,675.30	Check	8400 Salaries and wages	
03/06/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		9,652.42	Reconciled	120,524.34	Deposit	Income:CREDIT CARD	
03/06/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		5,204.86	Reconciled	110,871.92	Deposit	Income:CREDIT CARD	
03/03/2023		MERCHANT BANKCD	MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD	2,652.55		Reconciled	105,667.06	Check	7750 Credit Card Processing Fee	
03/03/2023	1930	OCEAN PLASTIC PACKAGING TRADING INC	CARROT	1,264.00		Reconciled	108,319.61	Check	Purchase:OCEAN PLASTIC PACKAGING TRADING	
03/03/2023	1929	USA FIRE PROTECTION		210.00		Reconciled	109,583.61	Check	8220 Licenses and Permits	
03/03/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,805.11	Reconciled	109,793.61	Deposit	Income:CREDIT CARD	
03/03/2023			DoorDash, Inc. DES:Disabled A ID:ST-H2S6I7N2B7Y4 INDN:COUR THAI LLC CO ID:4270465600 CCD		2,331.11	Reconciled	106,988.50	Deposit	Income:DoorDash	
03/03/2023			GRUBHUB INC DES:Feb Actvty ID:23030301X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		650.45	Reconciled	104,657.39	Deposit	Income:GRUBHUB	
03/02/2023		BOA CC PMT	Online Banking payment to CRD 0241 Confirmation# 1676471037	6,244.00		Reconciled	104,006.94	Check	3400 BOA #0241	
03/02/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,136.07	Reconciled	110,250.94	Deposit	Income:CREDIT CARD	
03/01/2023	1926	ECOLAB		178.68		Reconciled	107,114.87	Check	8870 Pest Control	
03/01/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,921.18	Reconciled	107,293.55	Deposit	Income:CREDIT CARD	
02/28/2023	1932	KAM KEU MARKET		2,522.20		Reconciled	105,372.37	Check	Purchase:KAM KEU ASIAN MARKET	
02/28/2023	1931	SEA PRIVATE SEAFOOD		758.20		Reconciled	107,894.57	Check	Purchase:Sea Pirate Seafood	
02/28/2023	1927	VERIZON		183.16		Reconciled	108,652.77	Check	8840 Telephone	
02/28/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,123.31	Reconciled	108,835.93	Deposit	Income:CREDIT CARD	
02/27/2023		PAYCHEX EIB INVOICE	PAYCHEX EIB DES:INVOICE ID:X01275500024846 INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	142.52		Reconciled	106,712.62	Check	8460 Payroll Processing Fees	
02/27/2023	1928	LAI F CHONG		25,000.00		Reconciled	106,855.14	Check	S Corp Distribution:Lai F Chong	
02/27/2023	1923	AUTO CHLOR SYSTEM		233.73		Reconciled	131,855.14	Check	8670 Dishwash expense	
02/27/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		5,691.00	Reconciled	132,088.87	Deposit	Income:CREDIT CARD	
02/27/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,003.57	Reconciled	126,397.87	Deposit	Income:CREDIT CARD	
02/24/2023		PAYCHEX TPS TAXES	PAYCHEX TPS DES:TAXES ID:01271800005382X INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	2,327.27		Reconciled	122,394.30	Check	3140 Payroll Taxes Liabilities	
02/24/2023	1925	KAM KEU MARKET		2,457.45		Reconciled	124,721.57	Check	Purchase:KAM KEU ASIAN MARKET	
02/24/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,637.08	Reconciled	127,179.02	Deposit	Income:CREDIT CARD	
02/24/2023			DoorDash, Inc. DES:Disabled A ID:ST-A6I8D5K2Y6U7 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,915.38	Reconciled	124,541.94	Deposit	Income:DoorDash	
02/24/2023			GRUBHUB INC DES:Feb Actvty ID:23022422X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		593.65	Reconciled	122,626.56	Deposit	Income:GRUBHUB	
02/23/2023	1924	DA THAISON		2,200.00		Reconciled	122,032.91	Check	Purchase:Da Thaison Inc	
02/23/2023	1922	PSE&G		2,139.52		Reconciled	124,232.91	Check	Utilities:Gas and Electric	
02/23/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,969.20	Reconciled	126,372.43	Deposit	Income:CREDIT CARD	
02/22/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,611.77	Reconciled	124,403.23	Deposit	Income:CREDIT CARD	
02/21/2023		NJ S&U WEB PMT	NJ WEB PMT 04110 DES:NJWEB04110 ID:091000012909587 INDN:COUR THAI GROUP CORPOR CO ID:7216000928 CCD PMT INFO:TXP*B843960	5,738.52		Reconciled	121,791.46	Check	6030 Sales Tax  Adjustment	
02/21/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		5,970.42	Reconciled	127,529.98	Deposit	Income:CREDIT CARD	
02/21/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,382.26	Reconciled	121,559.56	Deposit	Income:CREDIT CARD	
02/21/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,119.10	Reconciled	117,177.30	Deposit	Income:CREDIT CARD	
02/17/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,791.06	Reconciled	114,058.20	Deposit	Income:CREDIT CARD	
02/17/2023			DoorDash, Inc. DES:Disabled A ID:ST-V6C7R5T3U2B0 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,310.52	Reconciled	111,267.14	Deposit	Income:DoorDash	
02/17/2023			GRUBHUB INC DES:Feb Actvty ID:23021715X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		717.16	Reconciled	109,956.62	Deposit	Income:GRUBHUB	
02/16/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,847.71	Reconciled	109,239.46	Deposit	Income:CREDIT CARD	
02/15/2023		TOYOTA FINANCE	SETF WORLD OMNI DES:BILL PAY ID:17115374121 INDN:NULL NULL CO ID:7529064511 TEL	760.07		Reconciled	106,391.75	Check	7720 Car  Lease Expense	
02/15/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		5,431.31	Reconciled	107,151.82	Deposit	Income:CREDIT CARD	
02/14/2023	1921	KAM KEU MARKET		2,502.50		Reconciled	101,720.51	Check	Purchase:KAM KEU ASIAN MARKET	
02/14/2023	1920	SEA PRIVATE SEAFOOD		1,579.20		Reconciled	104,223.01	Check	Purchase:Sea Pirate Seafood	
02/14/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,429.48	Reconciled	105,802.21	Deposit	Income:CREDIT CARD	
02/13/2023		BOA CC PMT	Online Banking payment to CRD 0241 Confirmation# 0229328843	400.45		Reconciled	103,372.73	Check	3400 BOA #0241	
02/13/2023		PAYCHEX EIB INVOICE	PAYCHEX EIB DES:INVOICE ID:X01099900003654 INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	142.52		Reconciled	103,773.18	Check	8460 Payroll Processing Fees	
02/13/2023	1918	REPUBLIC SERVICE		214.72		Reconciled	103,915.70	Check	8880 Waste Management	
02/13/2023	1913	NJ AMERICAN WATER		864.67		Reconciled	104,130.42	Check	Utilities:Water	
02/13/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,652.46	Reconciled	104,995.09	Deposit	Income:CREDIT CARD	
02/13/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,498.68	Reconciled	100,342.63	Deposit	Income:CREDIT CARD	
02/10/2023		PAYCHEX TPS TAXES	PAYCHEX TPS DES:TAXES ID:01096500002322X INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	2,046.75		Reconciled	96,843.95	Check	3140 Payroll Taxes Liabilities	
02/10/2023	5447	CHECK		579.29		Reconciled	98,890.70	Check	8400 Salaries and wages	
02/10/2023	5440	CHECK		579.28		Reconciled	99,469.99	Check	8400 Salaries and wages	
02/10/2023	5433	CHECK		554.92		Reconciled	100,049.27	Check	8400 Salaries and wages	
02/10/2023	5428	CHECK		2,583.49		Reconciled	100,604.19	Check	8400 Salaries and wages	
02/10/2023	5426	CHECK		554.91		Reconciled	103,187.68	Check	8400 Salaries and wages	
02/10/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,519.79	Reconciled	103,742.59	Deposit	Income:CREDIT CARD	
02/10/2023			DoorDash, Inc. DES:Disabled A ID:ST-S6W7P0T1H4K7 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,574.44	Reconciled	101,222.80	Deposit	Income:DoorDash	
02/10/2023			GRUBHUB INC DES:Feb Actvty ID:23021008X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		377.46	Reconciled	99,648.36	Deposit	Income:GRUBHUB	
02/09/2023	1916	AUTO CHLOR SYSTEM		283.30		Reconciled	99,270.90	Check	8670 Dishwash expense	
02/09/2023	1915	HORIZON		1,341.27		Reconciled	99,554.20	Check	8150 Health Insurance	
02/09/2023	1914	VERIZON		183.37		Reconciled	100,895.47	Check	8840 Telephone	
02/09/2023	1909	ECOLAB		178.62		Reconciled	101,078.84	Check	8870 Pest Control	
02/09/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,273.64	Reconciled	101,257.46	Deposit	Income:CREDIT CARD	
02/08/2023	1919	C & S ASSOCIATES		1,365.00		Reconciled	97,983.82	Check	Rent:Dormitory	
02/08/2023	1917	Levin Management		12,895.77		Reconciled	99,348.82	Check	Rent:Restaurant	
02/08/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,457.11	Reconciled	112,244.59	Deposit	Income:CREDIT CARD	
02/07/2023	1912	KAM KEU MARKET		1,879.80		Reconciled	108,787.48	Check	Purchase:KAM KEU ASIAN MARKET	
02/07/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,852.92	Reconciled	110,667.28	Deposit	Income:CREDIT CARD	
02/06/2023	1911	DA THAISON		1,063.50		Reconciled	108,814.36	Check	Purchase:Da Thaison Inc	
02/06/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,808.47	Reconciled	109,877.86	Deposit	Income:CREDIT CARD	
02/06/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,181.76	Reconciled	106,069.39	Deposit	Income:CREDIT CARD	
02/06/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,097.89	Reconciled	102,887.63	Deposit	Income:CREDIT CARD	
02/03/2023		MERCHANT BANKCD	MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD	2,966.68		Reconciled	100,789.74	Check	7750 Credit Card Processing Fee	
02/03/2023			DoorDash, Inc. DES:Disabled A ID:ST-I5A1S2G0Q8L3 INDN:COUR THAI LLC CO ID:4270465600 CCD		2,488.31	Reconciled	103,756.42	Deposit	Income:DoorDash	
02/03/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,402.19	Reconciled	101,268.11	Deposit	Income:CREDIT CARD	
02/03/2023			GRUBHUB INC DES:Jan Actvty ID:23020301X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		461.06	Reconciled	98,865.92	Deposit	Income:GRUBHUB	
02/02/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,508.79	Reconciled	98,404.86	Deposit	Income:CREDIT CARD	
02/01/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,814.48	Reconciled	95,896.07	Deposit	Income:CREDIT CARD	
01/31/2023	5424	CHECK		466.56		Reconciled	94,081.59	Check	8400 Salaries and wages	
01/31/2023	5423	CHECK		594.80		Reconciled	94,548.15	Check	8400 Salaries and wages	
01/31/2023	1907	KAM KEU MARKET		2,649.05		Reconciled	95,142.95	Check	Purchase:KAM KEU ASIAN MARKET	
01/31/2023	1906	DA THAISON		1,185.50		Reconciled	97,792.00	Check	Purchase:Da Thaison Inc	
01/31/2023	1904	KAM KEU MARKET		2,140.60		Reconciled	98,977.50	Check	Purchase:KAM KEU ASIAN MARKET	
01/31/2023	1903	CHONG AH WAH		6,500.00		Reconciled	101,118.10	Check	Purchase:Cash Purchase	
01/31/2023	1902	DA THAISON		1,149.50		Reconciled	107,618.10	Check	Purchase:Da Thaison Inc	
01/31/2023	1900	SEA PRIVATE SEAFOOD		1,024.10		Reconciled	108,767.60	Check	Purchase:Sea Pirate Seafood	
01/31/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,639.80	Reconciled	109,791.70	Deposit	Income:CREDIT CARD	
01/30/2023		PAYCHEX EIB INVOICE	PAYCHEX EIB DES:INVOICE ID:X00868200012384 INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	142.52		Reconciled	108,151.90	Check	8460 Payroll Processing Fees	
01/30/2023	5432	CHECK		906.02		Reconciled	108,294.42	Check	8400 Salaries and wages	
01/30/2023	5425	CHECK		898.02		Reconciled	109,200.44	Check	8400 Salaries and wages	
01/30/2023	5421	CHECK		2,525.45		Reconciled	110,098.46	Check	8400 Salaries and wages	
01/30/2023	5418	CHECK		892.03		Reconciled	112,623.91	Check	8400 Salaries and wages	
01/30/2023	5411	CHECK		857.21		Reconciled	113,515.94	Check	8400 Salaries and wages	
01/30/2023	1908	LAI F CHONG		15,000.00		Reconciled	114,373.15	Check	S Corp Distribution:Lai F Chong	
01/30/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		5,508.60	Reconciled	129,373.15	Deposit	Income:CREDIT CARD	
01/30/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,878.11	Reconciled	123,864.55	Deposit	Income:CREDIT CARD	
01/27/2023		PAYCHEX TPS TAXES	PAYCHEX TPS DES:TAXES ID:00861200005850X INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	2,146.94		Reconciled	118,986.44	Check	3140 Payroll Taxes Liabilities	
01/27/2023	1905	DM CLEANING UP SERVICES LLC		481.00		Reconciled	121,133.38	Check	8660 Repairs & maintenance	
01/27/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,559.78	Reconciled	121,614.38	Deposit	Income:CREDIT CARD	
01/27/2023			DoorDash, Inc. DES:Disabled A ID:ST-Z2Y9F2O9Z6P8 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,675.58	Reconciled	119,054.60	Deposit	Income:DoorDash	
01/27/2023			GRUBHUB INC DES:Jan Actvty ID:23012725X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		479.68	Reconciled	117,379.02	Deposit	Income:GRUBHUB	
01/26/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,301.44	Reconciled	116,899.34	Deposit	Income:CREDIT CARD	
01/25/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		3,925.03	Reconciled	114,597.90	Deposit	Income:CREDIT CARD	
01/23/2023		NJ S&U WEB PMT	NJ S&U WEB PMT DES:NJWEB55 ID:091000012642605 INDN:COUR THAI GROUP CORPOR CO ID:7216000928 CCD PMT INFO:TXP*B8439605	7,352.98		Reconciled	110,672.87	Check	3150 Sales Tax Payable	
01/23/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		7,820.89	Reconciled	118,025.85	Deposit	Income:CREDIT CARD	
01/23/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,496.14	Reconciled	110,204.96	Deposit	Income:CREDIT CARD	
01/20/2023			DoorDash, Inc. DES:Disabled A ID:ST-D0Y2C0U6W5N6 INDN:COUR THAI LLC CO ID:4270465600 CCD		2,225.05	Reconciled	108,708.82	Deposit	Income:DoorDash	
01/20/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,827.84	Reconciled	106,483.77	Deposit	Income:CREDIT CARD	
01/20/2023			GRUBHUB INC DES:Jan Actvty ID:23012018X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		896.18	Reconciled	104,655.93	Deposit	Income:GRUBHUB	
01/19/2023	1899	DA THAISON		1,131.00		Reconciled	103,759.75	Check	Purchase:Da Thaison Inc	
01/19/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,679.48	Reconciled	104,890.75	Deposit	Income:CREDIT CARD	
01/18/2023		BOA CC PMT	Online Banking payment to CRD 0241 Confirmation# 0204180757	7,246.32		Reconciled	102,211.27	Check	3400 BOA #0241	
01/18/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		1,809.34	Reconciled	109,457.59	Deposit	Income:CREDIT CARD	
01/17/2023		PAYCHEX EIB INVOICE	PAYCHEX EIB DES:INVOICE ID:X00578000017501 INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	324.02		Reconciled	107,648.25	Check	8460 Payroll Processing Fees	
01/17/2023	1901	KAM KEU MARKET		2,789.45		Reconciled	107,972.27	Check	Purchase:KAM KEU ASIAN MARKET	
01/17/2023	1898	MACINTOSH		584.94		Reconciled	110,761.72	Check	8940 Uniform	
01/17/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		6,282.81	Reconciled	111,346.66	Deposit	Income:CREDIT CARD	
01/17/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		4,583.59	Reconciled	105,063.85	Deposit	Income:CREDIT CARD	
01/17/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,737.34	Reconciled	100,480.26	Deposit	Income:CREDIT CARD	
01/13/2023		PAYCHEX TPS TAXES	PAYCHEX TPS DES:TAXES ID:00565100006915X INDN:COUR THAI GROUP CORPOR CO ID:1161124166 CCD	2,692.62		Reconciled	97,742.92	Check	3140 Payroll Taxes Liabilities	
01/13/2023	1889	AUTO CHLOR SYSTEM		237.60		Reconciled	100,435.54	Check	8670 Dishwash expense	
01/13/2023			GRUBHUB INC DES:Jan Actvty ID:23011311X8mcd2j INDN:COUR THAI GROUP CORPOR CO ID:1261328194 CCD		730.24	Reconciled	100,673.14	Deposit	Income:GRUBHUB	
01/13/2023			MERCHANT BNKCD DES:DEPOSIT ID:266371382885 INDN:THAI KITCHEN 2 CO ID:F592126793 CCD		2,673.37	Reconciled	99,942.90	Deposit	Income:CREDIT CARD	
01/13/2023			DoorDash, Inc. DES:Disabled A ID:ST-T9O3P4R5D0P3 INDN:COUR THAI LLC CO ID:4270465600 CCD		1,634.40	Reconciled	97,269.53	Deposit	Income:DoorDash	
